Account ID,Org Name,Supply ID,D-EH9 Type of resource consent,D-EH9 Comments,D-EH10 Resource consent reference number,D-EH11 Expiry date for resource consent,D-EH11 Comments,D-EH11 Currently operating under this consent?,D-EH11 Consent status,D-EH16 Reason consent conditions not met,D-EH16 Reason detail,D-EH9 to D-EH16 Data confidence
ACC-00008506,Kapiti Coast District Council,OTA003OT,Groundwater take,,WGN080379  [32188],2018-05-21 00:00:00,Otaki WTP Groundwater Take - Operating under s124 RMA,Yes,Operating under s124 RMA,Otaki WTP Groundwater Take - Operating under s124 RMA,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,OTA003OT,Groundwater take,,WGN080379 [32187],2018-05-21 00:00:00,Otaki WTP Groundwater Take - Operating under s124 RMA,Yes,Operating under s124 RMA,Otaki WTP Groundwater Take - Operating under s124 RMA,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,PAE002PA,Water take,,WGN130331 [32355],2038-10-25 00:00:00,,Yes,Active,Paekakariki Groundwater and surface take,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Discharge to River,,WGN050024 [31776],2025-07-01 00:00:00,Looking to let expire,Yes,Expired,Waikanae WTP Maintenance Discharges,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Other (Please identify on the comments section),Waikanae WTP Related to Gravel Extraction at the River Intake,WGN100252 [30450],2025-07-01 00:00:00,In process of reconsenting,Yes,Operating under s124 RMA,Waikanae WTP Related to Gravel Extraction at the River Intake,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Water take,,WGN130103  [35975],2048-09-13 00:00:00,,Yes,Active,Waikanae WTP Groundwater take from Borefield,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Water take,,WGN130103 [35974],2048-09-13 00:00:00,,Yes,Active,Waikanae WTP Surface Water Take,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Discharge to water,,WGN130103 [35975],2048-09-13 00:00:00,,Yes,Active,Waikanae WTP Discharge to River Recharge from Bores,,5 - Highly Reliable
ACC-00008506,Kapiti Coast District Council,WAI010KA,Other (Please identify in the comments section),Waikanae WTP Related to Upgrade Works,"WGN220150  [37997, 37999, 38085, 38001]",2027-05-24 00:00:00,,Yes,Active,Waikanae WTP Related to Upgrade Works,,5 - Highly Reliable
ACC-00008542,Kawerau District Council,KAW003,Water take,,20329,2026-10-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008572,Mackenzie District Council,ALL001,Water take,,CRC020124.1,2030-10-19 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008572,Mackenzie District Council,Albury,Water take,,"CRC990685, 86",2034-01-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008572,Mackenzie District Council,FAI002,Water take,,CRC040921,2044-08-19 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008572,Mackenzie District Council,TEK005,Water take,,CRC971414,2033-08-12 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008572,Mackenzie District Council,TWI001,Water take,,CRC042741,2047-08-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,FEI001,Water take,,Horizons - 102442,2023-10-28 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,FEI001,Water take,,Horizons - 103269,2021-08-10 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,FEI001,Discharge to water,,Horizons - 104418,2029-08-14 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,FEI001,Water take,,Horizons - ATH-2001008223.01,2023-10-28 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,HAL001,Water take,,Horizons - 106311,2027-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,HIM001,Discharge to water,,Horizons - 100260,2033-09-17 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,HIM001,Water take,,Horizons - 100537,2024-04-14 00:00:00,,Yes,Expired,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,OHA020,Water take,,Horizons - ATH-2022203819.01,2057-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,RON002,Water take,,Horizons - 107252,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,RON002,Discharge to water,,Horizons - 107361,2034-11-21 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,RON002,Discharge to water,,Horizons - 107362,2034-11-21 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007492,Manawatu District Council,WAI022,Water take,,Horizons - 105969,2027-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,,Water take,,U071405,2032-09-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,,Water take,,U210821,2032-01-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,,Water take,,U240243,2027-08-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,AWA300,Water take,,U940669,2029-06-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,BLE001,Water take,,U960523,2030-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,HAV002,Water take,,U080226,2037-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,PIC001,Water take,,U190995,2050-10-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,REN001,Water take,,U180374,2028-11-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,RIV002,Water take,,U190130,2029-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008520,Marlborough District Council,WAI034,Water take,,U171044,2048-03-02 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00001026,Masterton District Council,MAS002,Water take,,WAR170176,2023-04-16 00:00:00,Currently renewing,Yes,Operating under s124 RMA,High level of compliance,,5 - Highly Reliable
ACC-00001026,Masterton District Council,TIN002,Water take,,WAR010244,2036-09-21 00:00:00,,Yes,Active,High level of compliance,,5 - Highly Reliable
ACC-00001026,Masterton District Council,WAI058,Water take,,WAR210056,2030-09-30 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,HIN002,Water take,,AUTH143383.01.01,1957-08-07 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Land use,,104409,2035-11-17 00:00:00,,No,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Water take,,119179,2031-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Discharge to water,,119918,2047-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Land use,,119919,2047-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Land use,,119920,2047-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Water take,,121950,2031-12-01 00:00:00,,Yes,Active,"Consent requires us to undertake monthly water level readings from 2 nearby bores, for three years. We have only been able to do 1 or the 2 so far.",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Other (Please identify in the comments section),Use Water,121951.01.02,2031-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Water take,,AUTH119917.01.02,2047-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Water take,,AUTH123349.01.02,2031-12-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Other (Please identify in the comments section),Dam and Divert Water,AUTH120718.01.01,1953-08-14 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Water take,,AUTH120720.02.02,1953-08-14 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Land use,,AUTH120722.04.01,1953-08-14 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Discharge to water,,AUTH120724.05.01,1953-08-14 00:00:00,,Yes,Active,This is a backwash discharge which due to piping arrangements cannot provide an instaneous rate value (only daily volume is possible),Flow not recorded,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Water take,,AUTH126657.01.02,2033-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Water take,,AUTH142378.01.02,1953-08-14 00:00:00,,Yes,Active,Need to complete a partial surrender of another resource consent to meet the conditions to exercise this resource consent. However we have been exercising this resource consent prior to completing the required partial surrender.,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Discharge to land,,AUTH142551.01.01,1956-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TAH001,Water take,,AUTH111998.01.01,2020-02-28 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Water take,,104578,2026-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Water take,,104580,2026-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Water take,,104581,2026-04-20 00:00:00,,Yes,Active,The mesh size of our intake screens is too large.,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Discharge to water,,104583,2026-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Discharge to water,,107391,2026-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Land use,,107395,2041-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Land use,,107398,2041-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Water take,,AUTH109740.01.02,2026-04-20 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008512,Matamata Piako District Council,TEP003,Water take,,AUTH118256.01.02,2027-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008588,Ministry of Education,,Measure Not Applicable,,,,,,,,,
ACC-00001141,Napier City Council,NAP001NA,Water take,,AUTH-116128-04,2027-05-31 00:00:00,,Yes,Active,"The flow exceeded just for 3-4 seconds, It’s important to note that we don’t have any control over how the bore pump operates—it
simply turns on or off based on system pressure. These brief spikes happen so quickly making them very difficult to manage in practice.",Exceeded flow rate,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Other (Please identify in the comments section),WTP Chlorine Discharge,RM045100,2039-03-30 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Land use,RM165122 Maitai - Land Use Permit,RM165122,2054-03-11 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Water take,RM165192 Maitai - Water Permit,RM165192,2054-03-11 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Discharge to water,RM165193 Maitai - Discharge Permit,RM165193,2054-03-11 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Water take,RM165239 Roding - Water Permit,RM165239,2052-05-31 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Land use,RM165317 Roding - Land Use Permit,RM165317,2052-05-31 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008541,Nelson City Council,NEL001,Discharge to water,RM165318 Roding - Discharge Permit,RM165318,2052-05-31 00:00:00,,Yes,Active,,Flow not recorded,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,ING001,Water take,Contingency take,3934-3.0,2021-06-01 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,ING001,Land use,,4509-2.0,2027-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,ING001,Water take,Primary take Inglewood,4510-2.0,2021-06-01 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,ING001,Land use,,5188-1.0,2015-06-01 00:00:00,,No,Expired,"Regional Council did not require renewal at time of 2015 expiry, have since decided a new consent is required. Application has been submitted",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008525,New Plymouth District Council,ING001,Discharge to water,Backwash discharge,5869-2.0,2021-06-01 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Discharge to water,Filter backwash,0672-3.0,2026-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Discharge to water,Stormwater discharge,0673-3.0,2026-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Land use,Removal of current middle intake,11248-1.0,2027-06-01 00:00:00,Will not require renewal,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Land use,Install of new middle intake,11284-1.0,2050-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Water take,Primary take NP,2055-3.1,2021-06-01 00:00:00,,Yes,Operating under s124 RMA,Under abatement for fish passage; fish screen installation project underway,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Land use,Mangorei weir,6643-2.0,2032-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Discharge to land,Treated water discharge,7122-1.0,2026-06-01 00:00:00,Will not require renewal,No,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Land use,"2 Production water bores, 4 monitoring bores",7146-1,,No expiry,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,NEW002,Land use,,7509-1.0,2026-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OAK001,Land use,1 production water bore,10770-1.0,,No expiry,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OAK001,Water take,Surface water take,1278-4.0,2031-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OAK001,Land use,Wairau Stream dam,5713-2.0,2031-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OAK001,Water take,Groundwater take,6114-2.0,2049-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OKA002,Water take,Surface water take,00026-4.0,2037-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OKA002,Land use,Weir and infiltration gallery,4805-3.0,2037-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008525,New Plymouth District Council,OKA002,Land use,1 production water bore,9959-1,,No expiry,Yes,Active,,,5 - Highly Reliable
ACC-00001000,New Zealand Defence Force,,Water take,West Melton,CRC972759.1,2032-11-19 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,BAL005,Land use,Tekapo,CRC001606,2035-04-11 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,BAL005,Water take,Tekapo - no longer taking water. This consent will be surrendered,CRC195159,2054-10-25 00:00:00,,No,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,BUR001,Water take,Burnham,CRC213896,2035-01-31 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,DIP002,Water take,Dip Flat,U000906,2030-10-30 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,LIN001,Water take,Linton Bore 3,ATH-2002009501.01,2033-07-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,LIN001,Water take,Linton Bore 11,ATH-2002009502.01,2033-07-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,LIN001,Water take,Linton Bore 13,ATH-2002009504.01,2033-07-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,LIN001,Water take,Linton Bore 14,ATH-2004009505.03,2033-07-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,LIN001,Water take,Linton New Bore 15,ATH-2007011654.01,2043-07-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Water take,Waiouru,7317,2020-05-08 00:00:00,,Yes,Operating under S124 RMA,,Exceeded flow rate,4 - Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Other (Please identify in the comments section),"Waiouru
This consent is for the damming of Waiouru Stream (to enable abstraction - 7317)",7318,2020-05-08 00:00:00,,Yes,Operating under S124 RMA,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Water take,Waiouru,7342,2020-05-08 00:00:00,,Yes,Operating under S124 RMA,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,WAI002,Other (Please identify in the comments section),"Waiouru
This consent is for the damming of Waitangi Stream (to enable abstraction - 7342)",7343,2020-05-08 00:00:00,,Yes,Operating under S124 RMA,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,WOO004,Water take,Woodbourne,210323.01,2041-06-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00001000,New Zealand Defence Force,WOO004,Water take,Woodbourne - water use,210323.02,2041-06-01 00:00:00,,Yes,Active,,,4 - Reliable
ACC-00008500,Opotiki District Council,OPO001,Water take,,BOPRC RC 66501 - Taking water from two bores for public supply,2045-10-31 00:00:00,Current consent held. No action required within next 10 years.,Yes,Active,,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,OPO001,Discharge to water,,BOPRC RM 20-0857 - Discharge of wash water from treatment plant,2057-06-01 00:00:00,No action required within next 10 years.,Yes,Active,,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,OPO001,Water take,,RC 68042 - Taking of water from a bore for public supply,2024-11-30 00:00:00,"Consent no longer required, water supply replaced with consent RC 66501",No,Expired,,,5 - Highly Reliable
ACC-00008500,Opotiki District Council,TEK004,Water take,,RC 61174 - Taking of water from shallow filter bed,2021-09-30 00:00:00,"Existing consent expired, however activity currently exercised under s124. Application placed on hold and active plans and budget in place to relocate WTP within 10 year period.",Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,HUI007,Water take,,RC136074.01,2051-08-31 00:00:00,,Yes,Active,"Investigate alternative methods to maintain intake screen velocity and provide a findings report with a timeline to Council by 31 October 2025, along with evidence that screen mesh aperture does not exceed 5mm x 5mm. Ensure compliance at all times with the maximum rate of take and daily volume limits, reduce usage during low flows to within water shortage consent limits, and submit an updated Water Demand Management Plan to Council by 30 October 2025.",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,HUI007,Discharge to water,,RC136074.02,2051-08-31 00:00:00,,Yes,Active,Backwash samples,Missing values from data,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,KAH005,Water take,,RC136074.01,2051-08-31 00:00:00,,Yes,Active,"Investigate alternative methods to maintain intake screen velocity and provide a findings report with a timeline to Council by 31 October 2025, along with evidence that screen mesh aperture does not exceed 5mm x 5mm. Ensure compliance at all times with the maximum rate of take and daily volume limits, reduce usage during low flows to within water shortage consent limits, and submit an updated Water Demand Management Plan to Council by 30 October 2025.",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,KAH005,Discharge to water,,RC136074.02,2051-08-31 00:00:00,,Yes,Active,Backwash samples,Missing values from data,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,KAH005,Other (Please identify in the comments section),Weir,RC142375,2051-04-01 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,KAW001,Other (Please identify in the comments section),Water Use,RC120393,2030-09-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,KAW001,Water take,,RC120401,2030-09-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,OTO001,Land use,,RC102232,2034-08-31 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,OTO001,Land use,,RC125381,2047-11-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,OTO001,Water take,,RC130076.01,2028-10-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,OTO001,Discharge to water,,RC130076.02,2028-10-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,OTO001,Land use,,RC130076.03,2048-10-30 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,TAU301,Water take,,RC136074.01,2051-08-31 00:00:00,,Yes,Active,"Investigate alternative methods to maintain intake screen velocity and provide a findings report with a timeline to Council by 31 October 2025, along with evidence that screen mesh aperture does not exceed 5mm x 5mm. Ensure compliance at all times with the maximum rate of take and daily volume limits, reduce usage during low flows to within water shortage consent limits, and submit an updated Water Demand Management Plan to Council by 30 October 2025.",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,TAU301,Discharge to water,,RC136074.02,2051-08-31 00:00:00,,Yes,Active,Backwash samples,Missing values from data,5 - Highly Reliable
ACC-00008562,Otorohanga District Council,TIH001,Water take,,RC114845,2026-06-01 00:00:00,,Yes,Active,"During the low flow conditions, ensure all water usage is reduced to within the water shortage consent limits.",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,TIH001,Discharge to water,,RC114846,2026-06-01 00:00:00,,Yes,Active,"Provide commentary on any non-compliance (cause and corrective actions), and ensure consent limits are always met",Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008562,Otorohanga District Council,TIH001,Other (Please identify in the comments section),Water Use,RC121172,2026-06-01 00:00:00,,Yes,Active,Non,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008549,Palmerston North City Council,ASH001,Water take,,105191 & 105192,2010-09-28 00:00:00,New consent application APP-2010013875.01,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,BUN001,Water take,,105644,2043-07-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,LON001,Water take,,106233,2033-07-01 00:00:00,Variation to consent sought under APP-2012015416.01,Yes,Active,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,PAL001,Other (Please identify in the comments section),,101734,2036-06-12 00:00:00,Consent to dam Turitea Stream with the upper Turitea dam for the purpose of supplying water to PNth City,Yes,Active,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,PAL001,Water take,,105146/3,2036-06-12 00:00:00,Turitea Stream Take,Yes,Active,Residual flow in Turitea Stream,Other (Please identify in the comments section),5 - Highly Reliable
ACC-00008549,Palmerston North City Council,PAL001,Other (Please identify in the comments section),,106577,2033-07-01 00:00:00,Discharge for cleaning mains,Yes,Active,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,PAL001,Discharge to water,,ATH-2011010156.04,2036-06-12 00:00:00,Waste plant discharge,Yes,Active,,,5 - Highly Reliable
ACC-00008549,Palmerston North City Council,PAL001,Water take,,ATH-2018201933.02,2036-07-01 00:00:00,Global consent for bores,Yes,Active,,,5 - Highly Reliable
ACC-00001187,Papakura,,,,,,,,Measure Not Applicable,,,
ACC-00008584,Queenstown Lakes District Council,ARR001,Water take,,RM19.410.01,2035-10-30 00:00:00,,Yes,Active,,Exceeded volume,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,ART001,Water take,,2005.762,2042-12-01 00:00:00,,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,CAR014,Water take,,RM21.628.03,2030-03-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,CAR014,Water take,,RM22.466.01,2029-11-02 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,GLE003,Water take,,2009.158,2044-12-20 00:00:00,,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,HAW002,Water take,,2008.235,2043-11-01 00:00:00,No infrasturcture currently,No,Active,,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,HAW002,Water take,,RM14.278.01,2050-01-19 00:00:00,,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,LAK003,Water take,,2001.822,2027-05-20 00:00:00,,Yes,Active,,Exceeded volume,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,LAK003,Water take,,RM14.313.01,2045-02-01 00:00:00,Consent RM16.142.01 replaced RM14.313.01August 2024,No,Expired,,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,LUG001,Water take,,RM19.413.01,2044-12-20 00:00:00,,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,QUE001,Water take,,2004.552,2040-04-01 00:00:00,Kelvin Heights,No,Active,,,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,QUE001,Water take,,2007.665,2042-02-01 00:00:00,Two Mile,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,QUE001,Water take,,RM16.142.01,2048-10-01 00:00:00,Shotover,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,WAN002,Water take,,2008.459,2043-11-05 00:00:00,Western,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,WAN002,Water take,,2008.46,2043-11-05 00:00:00,Beacon Point,Yes,Active,,Missing values from data,5 - Highly Reliable
ACC-00008584,Queenstown Lakes District Council,WAN007,Water take,,RM19.097.01,2041-06-01 00:00:00,,Yes,Active,,,5 - Highly Reliable
ACC-00007503,Rangitikei District Council,BUL001,Water take,"Bulls - Bores 1,2,3 & Well",ATH-1997004447.00,2022-01-16 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00007503,Rangitikei District Council,BUL001,Water take,Bulls - Bore 5,ATH-2007011544.00,2022-01-16 00:00:00,,Yes,Operating under s124 RMA,,,5 - Highly Reliable
ACC-00007503,Rangitikei District Council,HUN001,Water take,Hunterville - Rangitikei River,ATH-2007011694.00,2042-10-02 00:00:00,,Yes,Active,,,5 - Highly Reliable
