Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00001015,Grey District Council,Karoro/Paroa,Coastal permit,Resource Consent,RC-2014-008-04,2028-02-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Karoro/Paroa,Discharge to land,Resource Consent,RC-2014-008-05,2028-02-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Karoro/Paroa,Discharge to air,Resource Consent,RC-2014-008-06,2028-02-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Moana,Discharge to land,Resource Consent,RC01363/1,2038-03-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Preston Rd/Johnston St,Discharge to water,Resource Consent,RC12125/1,2038-05-08 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Preston Rd/Johnston St,Discharge to air,Resource Consent,RC12125/2,2038-05-08 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001015,Grey District Council,Runanga,Discharge to water,Resource Consent,85-83,2007-02-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Discharge to land,"Store no more than 20,000 m3 of biosolids at Pukete WWTP",111029,2039-08-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Discharge to water,Discharge treated wastewater from Pukete WWTP to the Waikato River,114674,2027-09-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Land-use consent,Use outfall structure in/on Waikato River,114675,2027-09-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Discharge to air,Discharge contaminants from Pukete WWTP to air,114676,2027-09-18 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Discharge to water,Discharge stormwater from Pukete WWTP to the Waikato River,134278,2039-02-02 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001003,Hamilton City Council,WWN-00173,Other (Please identify in the comments section),"Take no more than 4,000 m3 per day from Waikato River",145391,2058-06-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Other (Please identify in the comments section),Clive WWTP Bores (Abstraction),AUTH-114866-02,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,Water take consent for process water and drinking water. Working through re-consenting with regional council,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Land-use consent,Clive WWTP Buoys (Land use),AUTH-115086-01,2040-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Discharge to air,Clive WWTP (Odour and air discharge),AUTH-119219-01,1937-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Discharge to water,Clive WWTP (WW discharge),AUTH-120712-01,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Discharge to water,Clive WWTP Short Shoreline Outfall (Emergency WW discharge),AUTH-120774-01,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Discharge to water,Clive WWTP - Beach Overflow Chamber (Emergency WW discharge),AUTH-120775-01,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Land-use consent,Clive WWTP Outfall (Land use),AUTH-121788-02,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Land-use consent,Clive WWTP - Beach Overflow Chamber (Inactive land use),AUTH-121862-01,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00174,Coastal permit,Clive WWTP (Coastal Protection),AUTH-121916-01,2049-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008532,Hastings District Council,WWN-00175,Other (Please identify in the comments section),Waipatiki WWTP (WW discharge),AUTH-115047-01,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,Discharge to land and air in the same consent. Working through re-consenting with regional council,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00176,Discharge to water,Kerepehi WWTP,AUTH111660.01.02,2021-04-30 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00176,Land-use consent,Kerepehi WWTP,AUTH111661.01.01,2021-04-30 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00177,Discharge to water,Ngatea WWTP,AUTH103845,2015-10-31 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00177,Discharge to air,Ngatea WWTP,AUTH103847,2015-10-31 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00177,Land-use consent,Ngatea WWTP,AUTH103848,2015-10-31 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00178,Discharge to water,Paeroa WWTP,AUTH141634.01.01,2026-12-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00178,Land-use consent,Paeroa WWTP,AUTH141634.02.01,2026-12-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00179,Discharge to water,Turua WWTP,AUTH107446,2018-05-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00179,Discharge to air,Turua WWTP,AUTH107447,2018-05-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00179,Land-use consent,Turua WWTP,AUTH107448,2018-05-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00180,Discharge to water,Waihi WWTP,AUTH106612.01.03,2022-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00180,Discharge to air,Waihi WWTP,AUTH106613.01.02,2022-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00180,Land-use consent,Waihi WWTP,AUTH106614.01.01,2022-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00180,Discharge to land,Waihi WWTP,AUTH106615.01.01,2022-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00181,Discharge to water,Waitakaruru,AUTH109502.01.03,2023-11-10 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008587,Hauraki District Council,WWN-00182,Discharge to land,Whiritoa WWTP,AUTH140891.01.01,2056-01-10 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00183,Discharge to land,Foxton Beach WWTP (formerly RC 102249),ATH-2003009791.00,2028-05-11 00:00:00,Foxton Beach WWTP (formerly RC 102249) older rapid infilration bed area,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00183,Land-use consent,Foxton Beach WWTP - land use consent RC 102460,ATH-2003010012.00,2038-05-11 00:00:00,Foxton Beach WWTP - land use consent RC 102460 new rapid infiltraion beds and old one too.,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00184,Discharge to water,Foxton WWTP - to Foxton Loop,ATH-2009011618.03,2022-02-04 00:00:00,Foxton WWTP - to Foxton Loop - no longer in use,No,Expired,Not in use,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00184,Discharge to land,Foxton WWTP - pond seepage at faculative pond base,ATH-2015200444.00,2048-07-01 00:00:00,Foxton WWTP - pond seepage,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00184,Discharge to air,Foxton WWTP odour,ATH-2015200584.00,2048-07-01 00:00:00,Foxton WWTP,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00184,Discharge to land,Foxton  WWTP - by Irrigation which may enter water to surface water drains,ATH-2015200585.00,2048-07-01 00:00:00,Foxton  WWTP - by Irrigation which may enter water,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00184,Land-use consent,Foxton WWTP - consent is for Intensive Farming irrgation field area,ATH-2015200586.00,2048-07-01 00:00:00,Foxton WWTP - consent is for Intensive Farming,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Discharge to land,The Pot - Discharge to land and water from irrigation,ATH-1998004064.01,2045-02-06 00:00:00,The Pot - Discharge to land and water from irrigation,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Discharge to land,Levin WWTP,ATH-1998004076.03,2034-07-01 00:00:00,Levin WWTP pond bases / trickling filter bases,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Discharge to air,Levin WWTP,ATH-1998007460.05,2034-07-01 00:00:00,Levin WWTP odour,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Discharge to air,The Pot treated irrgation field,ATH-1998007461.01,2045-02-06 00:00:00,The Pot irrigation site discharge to air.,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Discharge to land,The Pot - Discharge to land and water from pond infiltration,ATH-2018202041.00,2045-02-06 00:00:00,The Pot - Discharge to land and water from pond infiltration,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00185,Land-use consent,The Pot - Riparian planting along the Waiwiri Stream and bank stabilisation,ATH-2020203223.00,,The Pot - Riparian planting along the Waiwiri Stream and bank stabilisation,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00186,Discharge to land,Shannon WWTP - Discharge to land permit 105896,ATH-2012014014.00,2034-11-07 00:00:00,Shannon WWTP - Discharge to land permit 105896 WWTP faculative pond base,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00186,Discharge to air,Shannon WWTP - Discharge to air permit 105897,ATH-2012014015.00,2034-11-07 00:00:00,Shannon WWTP - Discharge to air permit 105897 odour,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00186,Discharge to land,Shannon Irrigation (formerly RC 106893),ATH-2013015158.00,2048-01-07 00:00:00,Shannon Irrigation (formerly RC 106893) shannon Irrigation field,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00186,Discharge to air,Shannon Irrigation - Discharge to air permit 106894,ATH-2013015159.00,2048-01-07 00:00:00,Shannon Irrigation - Discharge to air permit 106894 odour,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00186,Discharge to water,Shannon Irrigation - Discharge to water permit 106895,ATH-2013015160.00,2048-01-07 00:00:00,Shannon Irrigation - Discharge to water permit 106895 high rate land passage,Yes,Active,,5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00187,Discharge to water,Tokomaru WWTP,ATH-2002008648.02,2023-06-30 00:00:00,Tokomaru WWTP - occational flows to the main drain when ponds and rapid infiltration swamp area at capacity,Yes,Operating under s124 RMA,"reconsenting application in progress, new wwtp to be build and new wwtp ww rules to be used to guide new consent, still waiting on clarity of rules...",5 - Highly Reliable
ACC-00001034,Horowhenua District Council,WWN-00187,Discharge to land,Tokomaru WWTP,ATH-2002008649.02,2023-06-30 00:00:00,Tokomaru WWTP rapid infiltration,Yes,Operating under s124 RMA,"reconsenting application in progress, new wwtp to be build and new wwtp ww rules to be used to guide new consent, still waiting on clarity of rules...",5 - Highly Reliable
